id_estudiante,edad,sexo,semestre,estrato,trabaja,horas_trabajo_semana,beca,acceso_internet,promedio_acumulado,asistencia,horas_estudio_semana,talleres_entregados,proyectos_entregados,horas_programacion,participacion_clase,horas_sueno,uso_redes_sociales,nivel_estres,uso_herramientas_IA,aprueba_asignatura
791,19,Femenino,7,3,No,0,No,Sí,4.14,94.8,20.2,97.4,80.0,9.3,9.1,6.2,1.6,5,2.3,Sí
792,26,Masculino,6,4,Sí,14,No,Sí,3.6,68.5,14.4,64.9,80.1,5.1,5.5,7.4,1.3,2,5.6,Sí
793,24,Femenino,10,3,No,0,No,No,4.1,87.6,8.2,83.4,86.4,5.3,8.1,7.2,3.2,1,1.7,Sí
794,18,Masculino,7,3,Sí,27,Sí,Sí,4.28,77.0,19.7,71.4,77.5,10.6,7.4,6.6,1.1,5,5.7,Sí
795,34,Femenino,5,4,Sí,40,No,Sí,3.87,92.8,6.5,98.5,100.0,3.9,8.6,6.7,3.5,4,3.3,Sí
796,23,Masculino,4,3,Sí,42,No,Sí,3.81,78.4,13.4,85.0,91.0,5.4,8.2,7.7,2.9,7,7.4,Sí
797,20,Masculino,7,5,Sí,27,No,Sí,3.2,83.5,3.4,78.2,68.6,2.3,8.6,6.7,7.7,2,3.8,Sí
798,19,Masculino,7,5,No,0,No,Sí,4.77,89.7,30.1,100.0,100.0,20.2,9.9,6.5,4.1,4,4.1,Sí
799,21,Femenino,6,1,No,0,No,Sí,3.79,94.8,17.9,91.7,96.6,8.2,10.0,6.2,3.9,3,3.5,Sí
800,17,Femenino,8,4,No,0,No,Sí,3.77,84.6,14.4,78.2,61.5,8.3,9.2,5.0,2.1,3,3.5,Sí
801,35,Masculino,4,3,No,0,No,Sí,3.89,72.9,8.7,76.7,93.4,7.3,6.5,7.9,2.3,5,5.2,Sí
802,26,Masculino,10,6,Sí,16,No,Sí,3.96,90.1,9.6,80.5,76.7,7.3,9.2,6.2,2.4,4,5.6,Sí
803,19,Femenino,5,3,Sí,23,No,Sí,3.46,68.4,3.0,57.5,67.4,1.3,4.9,8.3,3.0,5,4.9,No
804,30,Masculino,4,6,No,0,No,Sí,4.54,97.6,17.4,90.0,86.6,14.4,9.2,8.3,2.2,6,2.5,Sí
805,21,Masculino,1,4,Sí,41,No,Sí,3.89,73.1,6.1,66.8,61.5,2.1,4.3,9.7,4.0,5,5.8,No
806,32,Femenino,8,2,No,0,No,Sí,4.73,98.9,31.0,100.0,99.2,17.0,9.5,7.3,2.5,5,2.6,Sí
807,21,Masculino,1,3,No,0,No,Sí,3.94,84.2,4.5,73.8,95.1,1.6,7.8,7.5,5.2,1,2.8,Sí
808,34,Femenino,5,6,No,0,No,Sí,4.25,75.7,7.5,78.6,98.8,6.4,8.4,7.5,2.0,1,3.9,Sí
809,17,Masculino,6,4,No,0,Sí,Sí,3.08,85.4,9.0,92.1,86.8,2.9,7.4,7.1,4.4,6,6.6,Sí
810,30,Masculino,6,2,Sí,25,No,Sí,3.42,77.9,12.4,89.4,100.0,4.8,8.0,8.2,7.9,6,2.7,Sí
811,26,Masculino,5,4,Sí,21,No,Sí,3.02,66.3,11.5,62.4,62.6,9.7,6.2,6.7,7.3,2,5.7,No
812,23,Femenino,3,3,No,0,No,Sí,3.28,48.4,16.6,45.1,65.3,10.8,4.3,7.5,2.0,4,0.0,No
813,34,Masculino,5,1,Sí,46,No,Sí,3.74,66.6,23.1,82.8,94.4,18.0,5.7,6.7,5.3,5,6.0,Sí
814,28,Femenino,8,3,No,0,Sí,Sí,2.95,62.6,5.8,73.4,76.2,1.8,6.6,5.2,1.0,8,7.1,No
815,27,Masculino,2,2,Sí,34,Sí,Sí,3.57,82.9,2.8,80.7,81.5,1.5,8.1,7.7,1.4,4,6.2,Sí
816,20,Femenino,6,4,No,0,Sí,Sí,3.54,61.9,25.8,71.1,77.1,22.9,5.0,3.5,4.1,4,4.9,No
817,21,Masculino,9,3,No,0,No,Sí,3.16,50.8,16.3,52.8,57.6,10.6,5.2,7.5,3.7,5,3.6,No
818,19,Masculino,8,4,No,0,No,Sí,3.39,73.9,6.6,74.0,63.0,5.3,7.8,8.1,4.1,5,3.1,No
819,34,Femenino,8,1,Sí,21,No,Sí,3.23,60.9,2.8,80.8,82.8,2.5,7.9,7.5,2.4,6,3.3,No
820,35,Masculino,8,3,Sí,12,No,Sí,3.36,81.4,11.0,90.0,83.5,7.8,7.4,5.9,1.7,8,3.8,Sí
821,16,Masculino,7,2,No,0,No,Sí,3.97,83.0,17.9,98.1,92.8,8.9,7.8,8.7,1.2,4,6.9,Sí
822,35,Femenino,8,2,Sí,42,Sí,Sí,4.1,67.7,5.0,59.2,70.3,2.4,5.2,9.0,2.0,5,4.8,No
823,32,Masculino,6,1,No,0,Sí,Sí,4.22,94.9,13.2,100.0,100.0,4.5,9.0,7.6,4.2,5,6.6,Sí
824,27,Femenino,2,2,No,0,No,Sí,3.86,84.7,8.7,83.5,78.9,4.9,7.2,9.0,4.6,6,10.0,Sí
825,30,Masculino,2,3,No,0,No,Sí,3.92,70.2,7.9,68.9,56.8,6.7,8.3,9.3,3.5,5,8.3,No
826,16,Femenino,8,2,No,0,No,Sí,3.97,87.2,19.4,90.3,82.5,11.4,9.3,6.0,3.3,6,5.0,Sí
827,29,Masculino,1,3,Sí,48,No,Sí,2.24,54.4,3.4,58.5,57.9,2.9,4.1,5.7,7.0,2,3.9,No
828,21,Masculino,6,3,No,0,No,Sí,4.05,92.9,15.6,100.0,100.0,12.3,8.1,7.7,6.1,5,6.7,Sí
829,20,Femenino,6,5,No,0,Sí,Sí,2.79,71.2,12.6,78.2,67.7,11.2,6.5,3.0,4.8,3,6.7,No
830,26,Femenino,4,5,Sí,26,No,Sí,3.69,79.2,13.0,73.9,76.9,11.3,9.5,6.5,5.4,2,6.1,Sí
831,19,Masculino,10,3,No,0,No,Sí,3.83,92.7,9.7,84.7,88.8,7.0,8.5,6.0,3.6,3,8.0,Sí
832,28,Masculino,3,3,No,0,No,Sí,3.59,86.1,7.9,84.6,96.8,6.5,8.4,6.6,3.8,10,3.1,Sí
833,26,Femenino,3,2,Sí,14,Sí,Sí,3.21,86.3,7.1,86.2,87.4,5.3,10.0,5.3,2.0,4,5.6,Sí
834,18,Masculino,1,5,Sí,23,No,Sí,3.91,81.6,21.8,82.4,86.4,15.7,8.7,6.6,3.6,1,4.9,Sí
835,16,Femenino,3,1,No,0,No,Sí,3.71,76.8,9.8,87.8,99.6,7.2,5.9,7.5,2.2,1,6.4,Sí
836,21,Femenino,4,2,Sí,32,Sí,No,4.09,80.9,8.4,82.4,74.6,6.1,5.9,8.9,5.6,5,4.1,Sí
837,33,Masculino,5,2,No,0,No,Sí,3.87,85.6,14.1,100.0,100.0,7.5,8.7,7.4,4.1,2,5.7,Sí
838,25,Masculino,3,3,No,0,Sí,Sí,4.04,80.1,25.5,91.7,77.8,14.1,10.0,4.7,2.4,3,1.4,Sí
839,20,Femenino,6,2,Sí,32,No,Sí,3.16,60.4,13.9,58.0,58.7,6.6,7.7,6.9,4.3,8,5.0,No
840,25,Masculino,5,4,Sí,36,No,Sí,3.78,86.4,12.0,72.2,69.8,4.7,9.1,8.5,5.3,5,8.4,Sí
841,27,Masculino,3,2,No,0,No,Sí,3.89,89.3,10.7,100.0,92.8,6.1,9.9,6.6,1.9,3,4.0,Sí
842,17,Femenino,6,3,Sí,34,No,Sí,4.18,79.8,17.5,77.6,87.3,14.7,9.0,7.6,2.6,6,4.8,Sí
843,28,Masculino,6,2,No,0,Sí,Sí,4.3,97.6,8.9,100.0,100.0,6.1,7.8,8.3,1.8,5,7.1,Sí
844,23,Femenino,8,1,Sí,25,Sí,Sí,3.59,79.4,18.6,74.1,84.8,6.2,8.2,7.0,2.9,4,5.9,Sí
845,17,Masculino,2,5,No,0,Sí,Sí,3.94,80.4,20.1,93.2,97.0,15.8,9.6,7.2,5.9,6,1.6,Sí
846,35,Masculino,1,2,No,0,Sí,Sí,3.89,84.0,2.4,90.8,78.5,2.1,10.0,7.5,3.0,5,4.7,Sí
847,16,Masculino,4,4,Sí,31,No,Sí,4.16,96.0,18.6,87.3,84.1,14.8,10.0,6.3,4.0,5,5.8,Sí
848,20,Masculino,7,3,Sí,26,Sí,Sí,4.34,89.4,20.4,73.8,83.8,15.0,7.3,6.6,2.3,7,7.7,Sí
849,24,Masculino,10,1,Sí,32,No,Sí,3.86,94.2,9.2,95.7,100.0,3.6,10.0,5.7,4.6,8,7.4,Sí
850,32,Masculino,3,5,Sí,45,No,Sí,2.79,54.6,3.4,58.5,70.5,1.7,6.1,6.2,2.9,6,4.9,No
851,24,Femenino,3,2,No,0,No,Sí,3.99,88.3,11.2,94.4,97.6,7.1,9.9,7.8,4.4,1,6.3,Sí
852,26,Masculino,5,4,No,0,No,No,3.57,73.2,11.9,67.0,65.1,4.1,7.8,7.4,4.6,6,4.8,Sí
853,30,Masculino,5,2,Sí,41,No,Sí,3.34,59.6,8.3,54.4,34.8,3.0,8.2,5.4,1.8,4,4.0,No
854,21,Masculino,10,4,No,0,No,Sí,2.99,68.4,5.2,53.3,61.9,4.4,7.1,5.7,2.1,6,7.2,No
855,18,Masculino,3,1,No,0,Sí,Sí,3.27,86.1,7.3,81.7,80.7,5.3,8.7,6.1,2.4,4,7.1,Sí
856,32,Masculino,9,3,Sí,17,No,Sí,3.75,90.1,17.8,77.0,64.5,8.3,8.7,5.1,7.3,2,5.5,Sí
857,20,Masculino,4,4,Sí,10,No,Sí,3.67,85.3,10.2,79.6,87.2,5.1,8.6,7.1,5.9,8,3.7,Sí
858,27,Masculino,3,5,No,0,No,Sí,3.38,75.0,5.6,77.6,91.8,3.0,7.8,6.0,3.2,3,4.9,Sí
859,33,Masculino,2,5,No,0,No,Sí,4.14,93.9,22.3,96.4,100.0,7.7,9.5,7.4,10.0,3,5.1,Sí
860,29,Masculino,10,4,No,0,No,Sí,3.96,67.7,18.3,62.3,69.0,13.6,7.7,8.0,1.6,4,6.8,No
861,26,Femenino,9,5,No,0,No,Sí,3.45,85.3,12.1,87.4,96.8,4.9,6.0,4.8,2.7,3,4.4,Sí
862,24,Masculino,4,2,Sí,40,No,Sí,2.99,55.1,3.8,66.9,39.6,3.0,5.3,6.1,5.4,5,5.1,No
863,17,Masculino,3,2,No,0,No,Sí,3.71,95.1,22.9,92.9,100.0,18.5,10.0,4.9,3.1,3,5.4,Sí
864,27,Femenino,7,2,No,0,No,Sí,4.01,68.2,30.2,58.0,50.0,20.6,7.2,4.6,2.0,1,4.5,No
865,18,Masculino,8,3,No,0,No,Sí,4.01,97.9,17.5,100.0,93.0,13.3,8.3,7.5,3.7,5,5.5,Sí
866,18,Femenino,2,3,Sí,14,Sí,Sí,3.26,68.7,15.8,77.4,72.7,6.4,7.5,7.1,10.0,4,5.2,Sí
867,16,Masculino,7,3,Sí,14,No,Sí,3.91,73.6,17.5,68.1,64.5,11.3,7.4,6.1,2.0,1,3.4,Sí
868,23,Masculino,5,2,Sí,26,No,Sí,4.63,88.6,31.0,83.0,98.1,21.9,9.8,5.7,2.1,2,3.9,Sí
869,23,Masculino,5,4,No,0,Sí,Sí,3.48,57.2,17.9,41.3,46.8,12.5,6.4,5.5,1.8,2,2.2,No
870,26,Masculino,3,2,Sí,18,No,Sí,3.87,91.5,2.5,87.8,81.0,0.9,9.5,7.0,2.4,6,3.5,Sí
871,24,Femenino,5,3,No,0,No,Sí,3.69,98.4,7.6,91.0,85.8,3.9,9.8,6.5,5.2,5,7.9,Sí
872,20,Masculino,2,3,Sí,34,No,Sí,2.21,40.0,9.4,27.8,52.8,4.7,4.3,5.7,6.6,5,6.3,No
873,29,Femenino,4,4,Sí,28,Sí,Sí,3.77,65.3,10.4,62.4,65.9,6.7,6.9,7.3,1.6,4,3.4,Sí
874,18,Masculino,6,4,No,0,No,Sí,3.83,86.4,12.5,86.3,82.0,9.5,10.0,7.1,4.1,6,4.6,Sí
875,20,Masculino,1,4,No,0,No,Sí,2.97,49.9,20.5,48.4,32.2,13.2,8.6,5.6,4.4,4,3.3,No
876,20,Masculino,10,2,No,0,No,Sí,3.21,61.5,8.4,58.9,42.1,6.3,4.9,6.2,2.1,8,6.5,No
877,34,Masculino,4,3,Sí,19,No,Sí,3.6,88.2,6.4,100.0,88.8,2.3,5.6,7.8,4.4,3,5.5,Sí
878,29,Masculino,6,2,No,0,No,Sí,4.3,71.1,21.6,73.6,74.5,17.9,6.5,7.7,3.6,3,6.4,Sí
879,19,Femenino,9,3,Sí,46,Sí,No,2.83,69.6,10.7,74.8,85.9,6.7,5.8,6.0,5.2,6,4.4,No
880,28,Femenino,2,3,Sí,24,No,Sí,3.67,76.2,2.3,90.7,96.9,0.8,8.6,8.8,1.0,3,7.0,Sí
881,25,Masculino,7,1,No,0,Sí,Sí,4.18,92.8,15.4,100.0,100.0,10.5,10.0,6.6,3.5,2,2.6,Sí
882,33,Femenino,6,2,Sí,22,No,Sí,2.83,63.0,4.6,60.8,66.5,2.8,7.3,7.7,4.5,6,3.8,No
883,23,Femenino,2,5,Sí,41,No,Sí,2.7,40.0,14.5,25.2,12.9,6.2,3.6,5.5,5.1,8,4.2,No
884,23,Femenino,8,5,No,0,No,Sí,3.55,66.8,8.1,63.8,68.1,6.1,7.6,6.6,4.5,2,6.6,Sí
885,22,Masculino,7,3,No,0,Sí,Sí,3.55,94.6,3.7,100.0,100.0,3.1,10.0,5.7,1.6,3,3.9,Sí
886,23,Femenino,5,1,No,0,No,Sí,3.33,80.1,10.2,88.0,86.8,5.0,8.8,4.8,6.1,2,3.1,Sí
887,29,Masculino,5,2,Sí,35,Sí,Sí,3.77,95.4,16.6,92.4,89.4,9.9,10.0,6.7,4.4,6,5.0,Sí
888,34,Femenino,7,3,Sí,19,No,Sí,4.68,89.3,19.0,88.7,87.2,7.2,8.8,6.4,3.0,5,9.9,Sí
889,21,Masculino,9,5,Sí,40,No,Sí,3.58,79.7,3.6,80.8,65.3,3.1,6.5,8.1,3.1,4,3.0,Sí
890,16,Masculino,9,2,No,0,No,Sí,3.16,73.4,6.5,68.5,55.2,3.2,8.7,6.1,7.3,3,7.5,Sí
891,30,Femenino,9,4,No,0,No,Sí,3.72,71.4,17.2,67.0,92.4,7.2,9.2,7.1,4.3,1,5.0,Sí
892,16,Masculino,6,2,No,0,Sí,Sí,2.93,62.7,8.0,57.5,45.0,4.7,4.6,6.3,3.2,5,5.0,No
893,32,Femenino,10,6,Sí,22,No,Sí,3.43,70.3,5.9,74.3,56.6,1.9,8.0,5.6,2.0,3,3.8,No
894,16,Femenino,6,3,No,0,No,Sí,3.33,80.8,15.7,72.4,65.2,7.1,7.1,7.8,2.7,5,6.3,No
895,30,Femenino,3,4,Sí,32,No,Sí,2.74,70.6,6.5,82.1,86.7,2.2,7.6,6.1,2.0,5,7.1,Sí
896,17,Masculino,1,3,No,0,No,Sí,3.47,84.9,3.7,84.8,90.4,1.4,6.8,6.3,1.3,6,8.0,Sí
897,29,Femenino,7,3,No,0,No,Sí,2.59,44.6,9.0,35.7,25.5,3.3,5.4,5.4,3.4,4,5.6,No
898,23,Masculino,4,2,No,0,No,Sí,3.73,84.2,10.8,92.4,93.4,8.9,8.9,4.8,1.2,4,3.6,Sí
899,23,Masculino,1,2,No,0,No,Sí,3.53,80.2,6.4,92.2,86.7,5.5,9.0,7.3,2.2,3,8.6,Sí
900,34,Femenino,8,5,No,0,No,Sí,3.01,80.4,2.4,100.0,100.0,1.4,8.8,6.7,2.6,2,4.1,Sí
901,22,Masculino,6,5,No,0,No,Sí,3.91,81.6,11.1,92.5,89.6,7.5,8.4,7.9,1.4,4,3.5,Sí
902,34,Masculino,6,5,No,0,No,Sí,4.15,94.9,19.1,87.9,81.0,13.7,10.0,7.4,5.0,4,5.6,Sí
903,21,Femenino,2,3,Sí,38,Sí,Sí,2.56,61.5,9.4,63.2,56.7,5.1,5.6,5.3,2.8,9,3.1,No
904,21,Masculino,1,4,No,0,No,Sí,3.93,88.5,4.2,100.0,78.0,2.2,9.5,6.8,1.0,2,4.0,Sí
905,18,Masculino,2,1,Sí,48,Sí,Sí,3.62,87.5,8.5,81.3,79.1,6.0,8.1,6.8,4.6,6,6.3,Sí
906,22,Femenino,4,3,No,0,Sí,Sí,3.83,94.4,16.9,84.2,83.5,8.9,10.0,8.0,7.3,4,10.0,Sí
907,34,Masculino,2,3,No,0,No,Sí,3.21,82.2,4.9,79.1,65.0,3.2,8.0,8.3,3.3,6,6.1,Sí
908,23,Femenino,1,3,No,0,No,Sí,2.91,49.1,10.4,41.0,37.7,6.4,5.5,4.7,4.1,1,7.4,No
909,25,Femenino,7,3,Sí,10,Sí,Sí,3.69,85.6,12.5,80.7,78.2,7.7,8.2,8.1,3.5,5,4.0,Sí
910,35,Femenino,8,2,Sí,38,No,Sí,2.82,47.5,9.2,42.2,23.6,7.3,4.4,8.0,4.0,6,5.5,No
911,30,Femenino,6,3,No,0,No,Sí,3.44,83.4,5.1,89.1,81.4,3.7,8.1,5.8,2.3,2,1.2,Sí
912,30,Masculino,4,4,No,0,No,Sí,3.68,85.6,5.2,75.2,67.2,4.5,7.0,6.7,2.1,2,2.3,Sí
913,16,Masculino,6,3,No,0,No,Sí,3.78,91.4,12.7,92.4,94.2,9.9,10.0,4.3,1.8,3,5.3,Sí
914,35,Femenino,3,2,Sí,28,No,Sí,3.3,65.3,4.4,59.1,71.6,1.7,6.6,6.7,3.2,6,5.7,No
915,22,Femenino,8,2,No,0,No,Sí,3.28,90.0,3.6,94.4,94.9,2.7,7.5,5.5,4.1,2,6.7,Sí
916,19,Masculino,10,2,No,0,Sí,Sí,4.25,94.0,15.4,99.2,100.0,10.8,8.7,7.4,4.1,4,4.6,Sí
917,21,Masculino,2,2,Sí,24,Sí,Sí,3.89,72.1,17.5,79.3,77.1,12.0,6.5,7.3,2.4,2,8.0,Sí
918,16,Masculino,5,4,Sí,42,Sí,Sí,3.12,42.1,8.5,49.2,52.9,5.0,4.7,6.7,2.7,5,6.1,No
919,20,Masculino,1,3,No,0,No,Sí,4.1,90.0,25.0,85.0,85.7,8.4,8.7,7.0,2.7,4,1.4,Sí
920,16,Femenino,6,4,No,0,No,Sí,3.13,49.3,7.4,49.2,73.4,6.5,6.0,5.9,2.3,1,1.4,No
921,19,Masculino,2,3,No,0,No,No,3.53,85.9,11.9,97.6,96.1,9.6,7.2,5.4,1.1,3,5.3,Sí
922,17,Femenino,4,4,No,0,No,Sí,4.33,91.8,19.4,95.3,100.0,11.5,9.7,9.3,2.7,4,4.5,Sí
923,25,Femenino,6,2,No,0,No,Sí,3.66,84.0,8.3,91.1,93.1,3.3,8.8,8.0,2.6,5,5.4,Sí
924,20,Masculino,10,3,No,0,Sí,Sí,3.45,69.9,22.1,60.2,71.4,17.6,6.5,7.0,2.9,3,4.3,Sí
925,25,Femenino,8,4,Sí,42,No,Sí,3.75,55.0,19.8,62.6,69.0,11.1,5.8,6.5,2.3,4,3.8,No
926,16,Masculino,8,2,Sí,14,No,Sí,4.2,85.5,17.6,70.4,73.8,9.4,8.5,9.7,3.5,3,3.5,Sí
927,21,Masculino,6,2,No,0,Sí,Sí,3.69,98.1,5.2,85.9,74.5,3.7,10.0,8.8,10.0,2,4.9,Sí
928,28,Femenino,4,5,No,0,Sí,Sí,3.87,95.3,20.0,88.1,77.6,15.1,9.6,6.5,4.4,5,6.7,Sí
929,30,Femenino,8,3,No,0,No,Sí,3.37,54.5,17.0,57.9,51.8,5.7,6.8,5.6,2.4,6,2.8,No
930,19,Femenino,8,4,No,0,No,Sí,3.73,76.7,9.7,81.5,78.6,7.4,8.7,6.9,2.7,2,4.7,Sí
931,28,Masculino,10,1,Sí,23,No,Sí,3.68,82.8,5.8,76.3,77.4,4.3,6.8,6.3,2.8,2,7.8,Sí
932,35,Masculino,1,4,No,0,No,Sí,3.37,65.2,17.7,49.8,43.6,11.6,6.4,5.7,3.2,7,1.5,No
933,30,Femenino,4,3,Sí,48,No,Sí,4.4,95.5,19.9,100.0,80.2,10.0,10.0,8.4,3.0,7,6.3,Sí
934,23,Masculino,4,1,Sí,28,Sí,Sí,3.89,88.5,9.4,93.2,100.0,3.7,9.1,7.4,2.4,5,4.6,Sí
935,20,Masculino,7,3,No,0,No,Sí,3.96,91.8,15.0,95.2,99.6,5.4,9.3,6.3,2.3,9,3.4,Sí
936,30,Masculino,7,2,No,0,No,Sí,3.52,88.7,16.3,100.0,100.0,4.9,9.0,6.3,4.1,4,3.9,Sí
937,19,Femenino,8,3,No,0,No,Sí,3.5,89.9,4.4,91.1,100.0,1.9,9.7,6.8,2.6,3,7.1,Sí
938,27,Masculino,5,2,Sí,40,No,Sí,3.24,62.5,19.8,54.5,46.5,10.8,5.8,6.2,4.0,4,4.7,No
939,28,Femenino,7,2,No,0,No,Sí,4.12,76.1,21.9,86.7,85.4,9.8,7.3,6.1,2.7,1,2.8,Sí
940,17,Femenino,8,2,Sí,18,No,Sí,4.15,86.1,5.1,82.9,84.4,2.5,9.6,9.3,1.2,3,3.3,Sí
941,34,Masculino,9,2,Sí,22,No,Sí,3.23,60.1,6.2,59.3,55.2,3.3,6.3,5.7,1.8,3,4.0,No
942,34,Masculino,3,5,No,0,No,Sí,2.47,68.1,12.1,63.8,55.9,5.9,6.6,4.1,1.3,5,6.7,No
943,19,Masculino,3,1,No,0,No,Sí,4.09,82.6,21.4,75.9,84.7,15.7,8.3,7.6,3.3,4,4.0,Sí
944,19,Femenino,4,3,No,0,Sí,Sí,3.87,79.2,22.9,75.8,78.7,13.6,8.5,8.1,1.3,1,5.0,Sí
945,26,Masculino,5,2,Sí,46,No,Sí,3.97,92.0,4.7,100.0,100.0,1.5,9.2,7.0,2.3,9,3.6,Sí
946,20,Masculino,10,3,No,0,No,Sí,3.37,71.7,13.4,63.2,55.0,5.8,7.4,4.9,2.5,3,4.2,No
947,35,Masculino,1,5,Sí,36,No,Sí,2.89,69.8,6.2,78.4,86.7,4.5,4.9,6.6,2.7,9,4.7,No
948,26,Femenino,7,2,No,0,Sí,Sí,3.01,68.3,3.8,53.5,47.2,1.8,7.1,6.2,4.7,3,3.1,No
949,25,Masculino,9,6,Sí,35,No,Sí,3.47,63.6,14.1,76.4,78.9,12.0,6.2,8.4,5.1,8,3.4,Sí
950,23,Femenino,8,2,Sí,11,No,Sí,3.68,53.8,12.7,67.5,87.3,9.2,6.5,5.8,2.1,3,4.0,No
951,21,Femenino,5,4,No,0,No,Sí,3.68,76.8,16.4,68.6,77.1,7.8,7.6,7.1,3.0,6,8.0,Sí
952,21,Masculino,4,3,No,0,No,Sí,4.31,87.0,20.9,87.7,91.0,12.7,10.0,7.5,2.4,4,5.1,Sí
953,23,Femenino,7,5,Sí,10,No,Sí,3.49,50.0,27.0,55.1,68.6,18.9,5.7,5.8,3.7,1,3.2,No
954,30,Masculino,5,3,Sí,41,No,Sí,4.43,84.0,19.8,79.2,73.5,8.3,7.5,6.1,2.9,4,6.7,Sí
955,29,Femenino,7,3,No,0,No,Sí,4.24,92.8,11.9,100.0,100.0,5.3,7.8,7.3,3.8,6,6.8,Sí
956,26,Femenino,1,2,Sí,38,No,Sí,2.75,79.7,14.0,79.8,71.5,8.4,7.9,3.0,1.7,4,3.2,Sí
957,27,Femenino,1,2,Sí,11,Sí,Sí,3.66,59.1,7.9,54.9,51.3,6.7,5.9,8.4,3.4,3,8.3,No
958,28,Masculino,10,5,Sí,47,Sí,Sí,4.57,90.2,31.0,90.8,100.0,15.7,7.0,5.6,1.5,3,5.8,Sí
959,23,Masculino,3,3,Sí,20,No,Sí,3.81,94.5,13.5,88.6,91.3,7.3,9.4,6.9,2.0,5,5.8,Sí
960,33,Masculino,2,3,No,0,No,Sí,2.43,40.0,17.7,40.2,54.2,7.3,3.6,5.2,3.2,9,5.7,No
961,16,Masculino,2,4,No,0,No,Sí,3.46,79.6,8.6,76.1,75.0,5.7,8.2,8.4,1.1,2,5.7,Sí
962,30,Masculino,7,3,No,0,Sí,Sí,4.42,79.6,21.2,73.4,85.6,15.8,10.0,6.8,1.0,1,4.8,Sí
963,23,Masculino,10,5,No,0,No,No,3.39,68.9,17.2,75.3,75.8,9.7,4.9,7.1,1.7,5,6.3,No
964,26,Masculino,2,4,No,0,No,Sí,4.12,75.2,15.9,61.7,63.0,12.0,8.7,7.5,1.9,1,4.3,Sí
965,27,Masculino,4,3,Sí,17,Sí,Sí,3.8,90.1,11.2,100.0,100.0,5.4,9.6,8.1,2.0,4,8.1,Sí
966,27,Femenino,2,5,Sí,18,No,Sí,2.48,54.8,7.1,56.6,60.2,5.2,4.9,5.5,2.3,7,1.0,No
967,19,Masculino,6,1,Sí,35,No,Sí,4.07,87.6,21.5,100.0,97.4,9.8,8.8,6.5,3.5,4,3.2,Sí
968,31,Masculino,8,2,Sí,11,No,Sí,4.46,90.3,16.4,98.0,84.1,12.6,10.0,8.3,8.0,1,5.7,Sí
969,19,Masculino,10,3,No,0,No,Sí,3.07,77.6,3.5,66.9,66.5,2.8,7.9,6.3,2.2,5,4.8,No
970,20,Masculino,4,2,No,0,No,Sí,3.79,41.9,27.2,42.4,43.8,21.1,1.9,8.4,3.6,4,4.0,No
971,20,Femenino,5,4,Sí,15,Sí,Sí,3.35,62.4,15.1,48.1,64.4,6.5,6.7,7.0,5.6,5,5.3,No
972,23,Masculino,4,5,No,0,No,Sí,3.74,94.2,13.8,86.9,64.3,9.9,10.0,6.3,5.1,6,2.6,Sí
973,25,Femenino,3,3,No,0,Sí,Sí,3.72,79.0,9.8,77.9,94.1,6.1,7.4,7.6,2.0,7,2.9,Sí
974,32,Femenino,5,3,No,0,No,Sí,3.45,89.7,5.5,84.0,94.5,4.9,10.0,6.6,4.6,6,4.7,Sí
975,24,Femenino,9,6,No,0,Sí,Sí,3.31,80.6,15.5,76.8,83.7,8.0,9.2,7.8,5.7,6,5.8,Sí
976,34,Femenino,8,3,No,0,No,Sí,3.93,52.0,28.5,46.7,48.2,21.7,6.8,6.2,6.5,3,3.6,No
977,29,Femenino,8,3,No,0,No,Sí,3.76,82.1,11.4,99.9,89.7,5.9,9.4,7.8,6.6,4,1.4,Sí
978,23,Femenino,8,3,No,0,Sí,Sí,3.45,50.0,18.6,50.9,70.4,10.0,8.1,7.3,1.7,4,5.5,No
979,24,Femenino,8,5,No,0,No,Sí,3.49,94.1,5.7,99.1,100.0,2.1,10.0,6.4,3.4,1,6.0,Sí
980,26,Masculino,7,3,Sí,35,Sí,Sí,3.58,76.9,22.0,76.5,79.0,9.8,7.9,4.6,2.1,4,2.8,Sí
981,16,Femenino,8,4,Sí,40,No,Sí,3.91,79.6,7.3,82.3,85.2,2.9,8.9,7.4,1.6,3,4.2,Sí
982,29,Masculino,8,4,No,0,No,Sí,3.42,66.7,15.1,50.3,49.2,6.0,6.8,8.1,3.8,2,6.8,No
983,20,Femenino,8,3,Sí,11,Sí,Sí,4.12,85.6,27.8,99.0,100.0,8.5,8.3,7.0,3.3,3,2.7,Sí
984,29,Masculino,10,3,Sí,34,Sí,Sí,2.48,50.8,7.3,45.0,44.6,5.7,3.8,4.1,3.3,6,4.9,No
985,19,Masculino,7,4,No,0,No,Sí,3.2,73.5,3.2,82.6,85.7,1.8,7.2,8.2,2.4,1,3.7,No
986,16,Masculino,1,3,Sí,10,Sí,Sí,2.71,74.0,2.5,83.5,87.9,1.9,8.5,7.3,10.0,4,9.4,No
987,34,Masculino,4,4,No,0,No,Sí,3.54,80.0,10.2,65.7,90.0,6.8,7.0,7.5,6.4,3,2.5,Sí
988,23,Masculino,4,5,No,0,No,Sí,3.05,87.3,6.0,87.7,78.6,4.8,9.2,6.7,2.4,3,1.4,Sí
